Date,Desc,Event,Location,Time
2023-04-08,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-04-08,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-04-08,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-04-10,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-04-10,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-10,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-10,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-04-11,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-04-11,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-04-11,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-11,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-11,Create something cute every week with Ms. Kat. ,Feldheym Arts and Crafts,"555 West 6th Street, San Bernardino, CA 92410",5:00 PM
2023-04-12,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-04-12,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-12,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-13,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-04-13,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-04-13,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-04-13,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-13,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-13,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-15,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-04-15,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-04-15,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-04-17,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-04-17,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-17,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-17,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-04-18,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-04-18,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-04-18,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-18,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-18,,Feldheym Family Bingo,"555 W Sixth St, San Bernardino, CA 92410, United States",5:00 PM
2023-04-19,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-04-19,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-19,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-20,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-04-20,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-04-20,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-04-20,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-20,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-20,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-22,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-04-22,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-04-22,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-04-24,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-04-24,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-24,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-24,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-04-25,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-04-25,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-04-25,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-04-25,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-25,Create something cute every week with Ms. Kat. ,Feldheym Arts and Crafts,"555 West 6th Street, San Bernardino, CA 92410",5:00 PM
2023-04-26,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-04-26,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-26,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-27,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-04-27,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-04-27,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-04-27,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-04-27,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-04-27,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-04-29,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-04-29,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-04-29,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-05-01,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-05-01,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-01,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-01,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-05-02,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-05-02,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-05-02,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-02,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-03,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-05-03,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-03,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-04,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-05-04,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-05-04,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-05-04,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-04,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-04,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-06,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-05-06,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-05-06,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-05-08,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-05-08,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-08,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-08,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-05-09,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-05-09,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-05-09,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-09,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-09,Create something cute every week with Ms. Kat. ,Feldheym Arts and Crafts,"555 West 6th Street, San Bernardino, CA 92410",5:00 PM
2023-05-10,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-05-10,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-10,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-11,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-05-11,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-05-11,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-05-11,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-11,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-11,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-13,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-05-13,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-05-13,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-05-15,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-05-15,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-15,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-15,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-05-16,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-05-16,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-05-16,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-16,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-16,,Feldheym Family Bingo,"555 W Sixth St, San Bernardino, CA 92410, United States",5:00 PM
2023-05-17,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-05-17,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-17,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-18,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-05-18,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-05-18,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-05-18,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-18,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-18,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-20,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-05-20,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-05-20,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-05-22,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-05-22,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-22,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-22,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-05-23,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-05-23,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-05-23,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-23,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-23,Create something cute every week with Ms. Kat. ,Feldheym Arts and Crafts,"555 West 6th Street, San Bernardino, CA 92410",5:00 PM
2023-05-24,,Villaseñor Pre-K Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",11:30 AM
2023-05-24,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-24,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-25,,Feldheym Computer Class,"555 West 6th Street, San Bernardino, CA 92410",10:00 AM
2023-05-25,,Feldheym Story Time,"555 West 6th Street, San Bernardino, CA 92410",10:30 AM
2023-05-25,,Rowe Pre-K Story Time,"108 E. Marshall Blvd.San Bernardino, CA 92404",10:30 AM
2023-05-25,,Feldheym Homework Help,"555 W Sixth St, San Bernardino, CA 92410",3:00 PM
2023-05-25,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",3:00 PM
2023-05-25,,Villaseñor Family Story Time,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-27,,Inghram Pre-K Story Time,"1505 W. Highland Ave. San Bernardino, CA 92411",11:00 AM
2023-05-27,Come watch a family-friendly film at the library. ,Feldheym Movie,"555 W Sixth St, San Bernardino, CA 92410, United States",11:00 AM
2023-05-27,Enjoy a family-friendly movie at the library.,Villaseñor Movies at the Library,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",12:00 PM
2023-05-29,,Citizenship Class Feldheym,"555 W Sixth St, San Bernardino, CA 92410, United States",1:00 PM
2023-05-29,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-29,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
2023-05-29,,Villaseñor Bingo,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",6:00 PM
2023-05-30,,Feldheym Conversation Class,"555 West 6th Street, San Bernardino, CA 92410",2:30 PM
2023-05-30,,Inghram Homework Help,"1505 W Highland Ave, San Bernardino, CA 92411",4:00 PM
2023-05-30,,Rowe Homework Help,"108 E Marshall Blvd, San Bernardino, CA",4:00 PM
2023-05-30,,Villaseñor Homework Help,"525 N. Mt. Vernon Ave.San Bernardino, CA 92411",4:00 PM
